-1.75,2.625,2.5,7.625,3.875,0.0,-0.125,0.0,2.625,-4.125,-1.25,-0.625,7.75,4.0,-3.875,-2.625,-10.25,7.25,1.375,0.125,0.0,-3.125,4.0,0.0,6.5,7.625,0.0,0.875,-10.5,7.625,2.5,0.25,-3.875,-3.625,-0.125,1.0,4.125,-4.125,-4.0,-0.125,7.75,15.375,-2.5,4.125,-1.5,1.5,0.0,-11.625,-5.375,-2.5,0.0,-3.75,-3.875,-11.625,0.0,-4.375,-12.75,0.0,-4.0,9.25,-1.125,3.875,-5.25,0.25
-0.625,2.5,2.5,7.75,4.0,4.125,-2.75,0.0,2.75,2.25,-1.25,-1.25,7.5,0.25,-5.25,-5.375,-7.5,2.125,8.125,4.125,0.0,-1.0,8.125,0.0,6.375,7.875,0.0,-2.875,-5.75,8.75,2.875,-7.5,-3.875,2.625,-2.75,-2.0,1.5,-0.25,-4.0,-0.25,4.25,11.5,3.75,5.125,2.5,-6.0,0.0,-6.875,-10.75,-3.75,0.0,-7.75,-1.625,-10.5,0.0,-2.0,-11.625,0.0,-1.75,6.75,0.625,0.25,-5.25,0.25
-0.75,2.5,2.5,7.75,4.0,4.125,-2.75,0.0,2.75,2.375,-1.125,-1.375,7.625,0.125,-5.25,-5.375,-7.375,2.5,8.375,4.25,0.0,-1.125,8.375,0.0,6.25,7.75,0.0,-2.5,-6.25,8.5,3.375,-8.0,-3.875,2.25,-2.875,-1.625,1.75,-0.625,-3.875,-0.25,4.125,11.25,3.875,5.0,2.25,-6.25,0.0,-7.125,-10.75,-3.75,0.0,-7.75,-2.0,-10.75,0.0,-1.5,-11.375,0.0,-1.75,6.5,0.125,0.125,-5.125,0.0
-0.75,2.5,2.375,7.625,3.875,3.875,-2.875,0.0,2.625,2.5,-1.25,-1.625,7.75,-0.125,-5.125,-5.25,-7.0,2.875,8.625,4.25,0.0,-0.625,8.5,0.0,5.875,7.5,0.0,-2.625,-5.75,8.125,3.5,-8.5,-3.875,2.375,-2.75,-1.625,1.5,-0.5,-4.125,-0.125,4.0,10.625,4.375,5.25,2.625,-6.875,0.0,-6.625,-10.625,-3.625,0.0,-8.0,-2.125,-10.5,0.0,-1.375,-10.625,0.0,-1.75,6.375,0.125,0.125,-5.125,-0.25
-0.5,2.375,2.25,7.25,3.625,3.625,-2.875,0.0,2.5,2.25,-1.25,-1.0,7.875,0.0,-4.875,-5.125,-6.875,2.125,8.0,4.125,0.0,-0.375,8.0,0.0,5.875,7.0,0.0,-2.75,-5.125,7.75,3.125,-8.125,-3.625,2.75,-2.625,-1.5,1.625,-0.375,-4.25,0.0,3.875,10.125,4.375,5.625,3.0,-6.625,0.0,-6.25,-10.25,-3.5,0.0,-8.125,-1.5,-9.875,0.0,-1.5,-10.0,0.0,-1.375,6.625,0.125,0.0,-5.0,-0.125
-0.75,2.5,2.25,7.125,3.75,3.5,-2.875,0.0,2.625,1.75,-1.375,-1.25,7.625,0.0,-4.875,-5.125,-6.75,2.5,7.75,3.875,0.0,-0.75,8.0,0.0,5.875,7.0,0.0,-3.125,-5.375,7.75,3.25,-7.5,-3.75,2.875,-2.5,-1.5,1.375,-0.75,-4.25,0.0,4.125,10.375,4.0,5.375,2.5,-6.25,0.0,-6.375,-10.0,-3.375,0.0,-7.625,-1.75,-9.875,0.0,-1.875,-10.125,0.0,-1.625,6.625,0.375,0.375,-5.0,-0.125
-0.875,2.625,2.25,7.125,3.625,3.625,-2.875,0.0,2.5,1.875,-1.25,-0.75,7.75,0.375,-4.75,-5.125,-7.0,2.125,7.625,3.875,0.0,-1.25,8.125,0.0,6.125,7.0,0.0,-3.0,-5.75,7.875,3.25,-7.125,-3.625,2.25,-2.625,-1.625,1.875,-0.75,-3.625,0.0,4.125,10.5,4.125,5.375,2.375,-6.0,0.0,-6.75,-10.0,-3.375,0.0,-7.875,-1.625,-10.125,0.0,-2.0,-10.125,0.0,-1.875,6.75,0.25,0.375,-5.0,0.0
-1.375,2.5,2.125,7.25,3.75,3.625,-3.0,0.0,2.625,2.0,-1.25,-1.0,7.875,0.125,-4.875,-5.125,-6.875,2.25,8.125,4.0,0.0,-1.625,8.375,0.0,5.875,7.25,0.0,-2.75,-6.125,7.75,3.375,-7.5,-3.75,2.125,-2.75,-2.125,1.875,-0.75,-4.125,0.0,4.125,10.5,4.0,5.5,2.375,-6.0,0.0,-7.0,-10.25,-3.25,0.0,-7.5,-2.25,-10.25,0.0,-2.25,-10.25,0.0,-2.25,6.75,0.375,0.375,-5.25,-0.125
-1.25,2.5,2.0,7.0,3.625,3.625,-3.25,0.0,2.625,2.25,-1.0,-1.0,8.0,0.0,-4.75,-5.25,-6.625,1.875,8.125,4.0,0.0,-1.875,8.75,0.0,5.875,6.875,0.0,-2.75,-6.125,7.375,3.75,-7.625,-3.625,2.125,-3.125,-2.125,2.25,-0.625,-3.625,0.125,3.75,10.0,4.25,5.125,2.375,-6.125,0.0,-7.0,-10.25,-3.125,0.0,-7.75,-2.5,-9.875,0.0,-2.0,-10.0,0.0,-1.875,6.625,0.125,0.125,-5.125,-0.25
-1.25,2.625,2.0,6.875,3.5,3.375,-3.25,0.0,2.5,2.125,-1.125,-1.125,8.125,0.125,-4.5,-5.125,-6.625,2.0,7.75,3.75,0.0,-1.75,8.5,0.0,5.875,6.75,0.0,-2.625,-6.0,7.375,3.75,-7.25,-3.625,2.0,-2.875,-2.0,2.25,-0.5,-3.625,0.25,3.875,10.125,4.25,5.25,2.625,-6.125,0.0,-6.875,-10.0,-3.0,0.0,-7.875,-2.25,-9.75,0.0,-2.125,-9.75,0.0,-1.875,6.75,0.125,0.25,-5.125,-0.375
